run,w_f_um,pitch_mm,n_fingers,nodes,npts,seconds,eff_pct,Voc_V,FF_pct,Jsc_mA_cm2,metal_fraction,source_log
B,45.0,3.00,60,81869,8,1350.3,30.678660048999433,1.9185826270131145,80.8963503571624,19.766371370140376,0.03180050718512258,logs/04_solve_time_scaling.log
B,45.0,1.40,129,98433,8,1429.8,30.734126256223647,1.9179160259560426,82.47570887036262,19.42966112022392,,logs/01_single_point_probe.log
B,45.0,0.90,201,147725,8,2432.7,30.311446476247728,1.9170119735186293,82.88515292914805,19.0767809542468,0.06566706919454174,logs/04_solve_time_scaling.log
